,id,Город / Район,Микрорайон,Количество комнат,Тип аренды,Количество спальных мест,Общая площадь,Площадь кухни,Санузел,Балкон,Обустройство быта,В ванной,На кухне,Кому сдается,Предоплата,Этаж,Этажность дома,Материал стен,Год постройки,Окна выходят,Обустройство дома,Состояние,Адрес,Стоимость,Жилая площадь,Студия,Ремонт,В новостройке,Метро,Возможен обмен,Товары с Куфар Оплатой,Есть проходная комната,Без мебели,Пешком до ближайшей станции,До ближайшей станции на транспорте
116,115632584,Партизанский,Пулихова,1,Долгосрочная,,39 м²,8 м²,Совмещенный,Лоджия,"Телефон, Мебель, Телевизор","Стиральная машина, Душевая кабина","Газовая плита, Холодильник",Парам,Месяц,4,9,Кирпичный,,В парк,"Домофон, Мусоропровод",Вторичное жилье,"Пулихова ул, 37, Минск",260 $ *,,,Косметический,,Пролетарская,,,,,,
117,115622215,Московский,,1,Долгосрочная,3,,,Совмещенный,Есть,"Телефон, Мебель, Телевизор, Wi-Fi","Стиральная машина, Душевая кабина","Электрическая плита, Посуда/столовые приборы, СВЧ-печь, Холодильник","Студентам, Парам",,15,18,Монолитный,2013,Запад,"Лифт, Домофон, Видеонаблюдение",Вторичное жилье,"Рафиева ул, 54А, Минск",350 $ *,,Да,Евро,,,,,,,,
118,115604315,Заводской,,1,Долгосрочная,1,31.9 м²,,Совмещенный,Нет,Мебель,Стиральная машина,"Газовая плита, Посуда/столовые приборы, Холодильник",,Месяц,1,5,Панельный,1965,Во двор,,Вторичное жилье,"Народная ул, 14, Минск",280 $ *,19 м²,,Евро,,Партизанская,,,,,,
119,115043728,Московский,Юго-Запад,1,Долгосрочная,2,40 м²,14 м²,Совмещенный,Есть,"Утюг, Кондиционер, Телефон, Мебель, Телевизор, Wi-Fi","Джакузи, Комплект полотенец, Фен, Стиральная машина","Электрическая плита, Кофеварка, Посуда/столовые приборы, Посудомоечная машина, СВЧ-печь, Холодильник","Командировочным, С детьми, Студентам, Парам",Месяц,15,23,Монолитный,2020,На улицу,"Лифт, Мусоропровод, Пандус, Огороженная территория, Парковка крытая, Стояночное место, Домофон, Видеонаблюдение",Новое,"Дзержинского пр, 94, Минск",499 $ *,18 м²,,Дизайнерский,,Петровщина,,,,,,
120,115598914,Первомайский,Восточный,1,Долгосрочная,,,,Совмещенный,Есть,"Утюг, Телефон, Мебель, Телевизор, Wi-Fi",Стиральная машина,"Газовая плита, СВЧ-печь, Холодильник",,Месяц,4,4,Кирпичный,,На улицу,,Вторичное жилье,"Почтовая ул, 1, мкр. Великий Лес, Минск",230 $ *,,,Косметический,,,,,,,,
121,115586622,Первомайский,Зеленый луг,1,Долгосрочная,,34 м²,6 м²,Совмещенный,Нет,,,"Холодильник, Газовая плита",,Залог,5,5,Панельный,,,,Вторичное жилье,"Калиновского ул, 31, Минск",200 $ *,,,Косметический,,,,,,,,
122,115583896,Октябрьский,Курасовщина,1,Долгосрочная,,,,Раздельный,Лоджия,"Телевизор, Мебель",Стиральная машина,"Холодильник, Газовая плита",,,8,,Кирпичный,,,,Вторичное жилье,"Казинца ул, 122, Минск",300 $ *,,,,,,,,,,,
123,115581813,,,1,Долгосрочная,2,33 м²,,Совмещенный,Лоджия,"Утюг, Мебель, Телевизор",Стиральная машина,"Холодильник, СВЧ-печь, Электрическая плита",,Месяц,10,23,Монолитный,2020,Во двор,"Лифт, Домофон",Новое,"Небесная ул, 10, деревня Копище, Боровлянский сельсовет, Минский район, Минская область",330 $ *,25 м²,Да,Дизайнерский,,,,,,,,
124,115576550,Фрунзенский,Домбровка,1,Долгосрочная,3,46.7 м²,10.9 м²,Совмещенный,Лоджия,"Мебель, Телевизор, Wi-Fi","Фен, Стиральная машина","Электрическая плита, Посуда/столовые приборы, Холодильник","Парам, С детьми",Залог,8,9,Панельный,2010,На улицу,"Лифт, Мусоропровод, Домофон, Видеонаблюдение",Вторичное жилье,"Алеся Гаруна ул, 22, Домбровка-3, Минск",280 $ *,23 м²,Да,Евро,,,,,,,,
125,115564200,Первомайский,Восточный,1,Долгосрочная,,45 м²,,Раздельный,Есть,,Стиральная машина,"Электрическая плита, Холодильник",,,4,19,Панельный,2009,,"Лифт, Пандус, Огороженная территория, Стояночное место, Домофон, Видеонаблюдение",Вторичное жилье,"Героев 120-й Дивизии ул, Минск",250 $ *,,,,,,,,,,,
126,115564170,Фрунзенский,Кунцевщина,1,Долгосрочная,,45 м²,10 м²,Раздельный,Лоджия,"Телефон, Мебель, Телевизор, Wi-Fi",,"СВЧ-печь, Электрическая плита, Холодильник",,Залог,2,19,Каркасно-блочный,,,"Лифт, Домофон",Вторичное жилье,"Лещинского ул, 35, Минск",250 $ *,20 м²,,Косметический,,Кунцевщина,,,,,,
127,115562383,Заводской,,1,Долгосрочная,,,,Совмещенный,Нет,,,,"Командировочным, С детьми, Студентам, Рабочим, Парам",Месяц,1,3,,,На улицу,,Вторичное жилье,"Сурикова ул, 15, Минск",230 $ *,,,Без отделки,,,,,,Да,,
128,113672506,Московский,,1,Долгосрочная,3,,,Совмещенный,Лоджия,"Wi-Fi, Телевизор, Мебель",Стиральная машина,"Холодильник, СВЧ-печь, Электрическая плита",Парам,Месяц,8,12,Каркасно-блочный,2014,Во двор,"Лифт, Мусоропровод, Домофон, Видеонаблюдение",Вторичное жилье,Минск пр. Газеты Правда 1,360 $ *,,,Евро,,,,,,,,
129,115546213,Заводской,,1,Долгосрочная,1,30 м²,6 м²,Совмещенный,Нет,"Мебель, Телевизор",Стиральная машина,"Газовая плита, Холодильник",,Месяц,2,5,Кирпичный,1960,Во двор,,Вторичное жилье,"Партизанский пр, 40, Минск",256 $ *,17 м²,Да,,,,,,,,,
130,115539092,Ленинский,Серебрянка,1,Долгосрочная,3,45 м²,9 м²,Совмещенный,Лоджия,"Мебель, Wi-Fi, Телевизор",Стиральная машина,"Электрическая плита, Холодильник","Рабочим, Командировочным, Парам, Студентам",Месяц,2,12,Каркасно-блочный,2005,Во двор,,Вторичное жилье,"Якубова ул, 2к1, мкр. Серебрянка, Ленинский район, Минск",340 $ *,19 м²,,Евро,,,,,,,,
131,115538718,Фрунзенский,Каменная Горка,1,Долгосрочная,,39.6 м²,,Раздельный,Лоджия,Мебель,Стиральная машина,"Холодильник, Газовая плита",,,8,,Панельный,2010,,,Вторичное жилье,"Каменногорская ул, 10, Минск",230 $ *,17 м²,,Косметический,,,,,,,,
132,115528091,,,1,Долгосрочная,2,42 м²,,Совмещенный,Есть,"Телефон, Wi-Fi",Душевая кабина,,"С детьми, Парам, Студентам",3 месяца,2,5,Каркасно-блочный,2019,Во двор,Огороженная территория,Новое,"мкр. Новая Боровая, деревня Копище, Боровлянский сельсовет, Минский район, Минская область",300 $ *,46 м²,Да,Евро,,,,,Да,Да,,
133,115511077,Московский,Юго-Запад,1,Долгосрочная,4,38 м²,7 м²,Раздельный,Есть,"Телевизор, Мебель, Телефон",Стиральная машина,"Холодильник, Электрическая плита","Студентам, С детьми, Парам",Залог,12,12,Панельный,1980,На улицу,"Лифт, Пандус, Мусоропровод, Домофон",Вторичное жилье,"Голубева ул, 1, Минск",255 $ *,18 м²,,Косметический,,Петровщина,,,,,,
134,115508563,Ленинский,,1,Долгосрочная,,42 м²,10 м²,,Лоджия,Мебель,Стиральная машина,"Электрическая плита, Холодильник",,,3,17,Каркасно-блочный,2011,,"Лифт, Мусоропровод, Домофон",Новое,"Маяковского ул, 100, Минск",241 $ *,19 м²,,,Да,,,,,,,
135,115479105,Заводской,Шабаны,1,Долгосрочная,,35 м²,9.5 м²,Раздельный,Лоджия,"Утюг, Телефон, Мебель, Телевизор, Wi-Fi",Стиральная машина,"Газовая плита, Посуда/столовые приборы, СВЧ-печь, Холодильник","Студентам, Парам",Залог,9,10,Монолитный,1990,Во двор,"Лифт, Мусоропровод, Огороженная территория, Домофон, Стояночное место",Вторичное жилье,"Ротмистрова ул, 50, Минск",279 $ *,18 м²,,Евро,,,,,,,,
136,115466951,Советский,,1,Долгосрочная,1,40.3 м²,,Совмещенный,Есть,"Утюг, Телефон, Мебель, Телевизор, Wi-Fi",Стиральная машина,"Газовая плита, Посудомоечная машина, СВЧ-печь, Холодильник",,,4,4,Кирпичный,,,,Вторичное жилье,"Краснозвёздная ул, 9, Минск",450 $ *,,,,,Площадь Победы,,,,,,
137,115461304,Заводской,,1,Долгосрочная,2,33 м²,7.2 м²,Раздельный,Лоджия,"Телефон, Мебель, Телевизор, Wi-Fi","Комплект полотенец, Стиральная машина","Электрическая плита, Посуда/столовые приборы, Холодильник","С животными, Парам, С детьми, Студентам",Месяц,4,6,Панельный,,"Юг, В парк, На речку","Лифт, Мусоропровод, Домофон, Видеонаблюдение",Вторичное жилье,"Крупской ул, 8, Минск",230 $ *,17.5 м²,,Косметический,,,,,,,,
138,115459192,Советский,,1,Долгосрочная,,33.1 м²,7.5 м²,Раздельный,Лоджия,,,,,,6,9,Панельный,,,,Новое,"Куйбышева ул, 46, Минск",325 $ *,16.6 м²,,,,Площадь Якуба Коласа,,,,,,
139,115452997,Центральный,Лебяжий,1,Долгосрочная,4,45 м²,10 м²,Совмещенный,Лоджия,"Wi-Fi, Телевизор, Мебель, Телефон, Утюг","Душевая кабина, Стиральная машина, Фен","Холодильник, СВЧ-печь, Посудомоечная машина, Посуда/столовые приборы, Электрическая плита",Парам,Залог,6,8,Каркасно-блочный,2019,,"Лифт, Стояночное место, Домофон, Видеонаблюдение",Новое,"Мястровская ул, 19, Минск",500 $ *,19.3 м²,,Дизайнерский,Да,,,,,,,
140,115451871,Октябрьский,,1,Долгосрочная,,38 м²,,,,,,,,Месяц,,,,2019,Во двор,"Лифт, Пандус, Мусоропровод",Новое,"Братская ул, 12, Минск",200 $ *,,Да,,Да,,,,,Да,,
141,115440803,Советский,Сельхозпоселок,1,Долгосрочная,,47.8 м²,12.8 м²,Совмещенный,,,,,,,6,26,Монолитный,2013,,,Новое,"Максима Богдановича ул, 140, Минск",400 $ *,18.2 м²,,,,,,,,,,
142,115439578,,,1,Долгосрочная,,35.3 м²,8.2 м²,Раздельный,Лоджия,,Стиральная машина,Газовая плита,,,2,9,Панельный,,,,Вторичное жилье,"Спортивная ул, 1, деревня Боровая, Боровлянский сельсовет, Минский район, Минская область",200 $ *,17.2 м²,,,,,,,,,,
143,115437390,Фрунзенский,Каскад,1,Долгосрочная,,51.1 м²,15.6 м²,Раздельный,Лоджия,,,,,,7,25,Монолитный,2012,,,Новое,"Скрыганова ул, 4Б, Минск",400 $ *,20.2 м²,,Евро,,Молодежная,,,,,,
144,115436280,Советский,,1,Долгосрочная,,33.2 м²,7.2 м²,Раздельный,Лоджия,,,,,,9,9,Панельный,,,,Новое,"Максима Богдановича ул, 53, Минск",360 $ *,17.1 м²,,,,,,,,,,
145,115434473,Советский,,1,Долгосрочная,,32.9 м²,6 м²,Совмещенный,Нет,,,,,,5,5,Панельный,,,,Новое,"Якуба Коласа ул, 29, Минск",370 $ *,20.5 м²,,,,Академия наук,,,,,,
146,115433884,Первомайский,Уручье,1,Долгосрочная,2,,,Раздельный,Лоджия,"Утюг, Мебель, Телевизор, Wi-Fi",Стиральная машина,"Электрическая плита, СВЧ-печь, Холодильник",,Нет,1,9,Панельный,,,,Вторичное жилье,"Городецкая ул, 3, Минск",310 $ *,,,Евро,,Уручье,,,,,,
147,115432563,Первомайский,,1,Долгосрочная,,45 м²,10 м²,Совмещенный,Лоджия,"Телефон, Мебель, Телевизор, Wi-Fi",Стиральная машина,"Электрическая плита, СВЧ-печь",,2 месяца,7,11,,,,,Новое,"Петра Мстиславца ул, 22, Минск",350 $ *,20 м²,Да,Евро,,Восток,,,,,,
148,115432294,Центральный,Боровляны,1,Долгосрочная,,40 м²,10 м²,Совмещенный,Есть,"Телефон, Мебель, Телевизор, Wi-Fi","Стиральная машина, Душевая кабина","СВЧ-печь, Электрическая плита, Холодильник",,,1,1,Кирпичный,,,,Вторичное жилье,"Садовая ул, 3, деревня Боровляны, Боровлянский сельсовет, Минский район, Минская область",200 $ *,20 м²,,Косметический,,,,,,,,
149,115431847,Октябрьский,Курасовщина,1,Долгосрочная,,31.4 м²,6.9 м²,Раздельный,Есть,,,,,,8,9,Кирпичный,,,,Новое,"Казинца ул, 122, Минск",300 $ *,16.9 м²,,,,,,,,,,
150,115430109,Фрунзенский,Домбровка,1,Долгосрочная,,47 м²,9.6 м²,Совмещенный,Лоджия,"Wi-Fi, Телефон, Утюг, Мебель",Стиральная машина,"Холодильник, СВЧ-печь, Электрическая плита",,Месяц,5,9,Панельный,2009,,,Вторичное жилье,"Матусевича ул, 78, Минск",270 $ *,22 м²,-,Косметический,-,,-,-,-,-,,
151,115429963,Московский,Малиновка,1,Долгосрочная,2,38 м²,9 м²,Раздельный,Лоджия,"Телевизор, Мебель",Стиральная машина,Холодильник,,Месяц,12,12,Панельный,1992,,,Вторичное жилье,"Рафиева ул, 89А, Минск",270 $ *,,,Евро,,,,-,,,,
152,115430164,Первомайский,,1,Долгосрочная,,41.6 м²,,Совмещенный,Лоджия,,,,,,24,25,Панельный,,,,Новое,"Петра Мстиславца ул, 15, Минск",600 $ *,36.6 м²,,Евро,,Восток,,,,,,
153,115426957,Первомайский,,1,Долгосрочная,,34.8 м²,,Совмещенный,Лоджия,,,,,,16,16,Панельный,,,,Новое,"Кирилла Туровского ул, 16, Минск",390 $ *,26.2 м²,,,,Восток,,,,,,
154,114710019,Первомайский,Уручье,1,Долгосрочная,3,35 м²,7 м²,Раздельный,Лоджия,"Wi-Fi, Телевизор, Мебель, Телефон",Стиральная машина,"Холодильник, СВЧ-печь, Электрическая плита",,Нет,9,9,Панельный,1987,Юг,"Лифт, Мусоропровод, Домофон",Вторичное жилье,"Шугаева ул, 21к1, Минск",330 $ *,17 м²,,Евро,,,,-,,,,
155,115401691,Заводской,,1,Долгосрочная,2,36 м²,6 м²,Совмещенный,Есть,Мебель,Стиральная машина,Газовая плита,,,5,,,,,,Вторичное жилье,"Партизанский пр, 54, Минск",250 $ *,16 м²,,Дизайнерский,,Партизанская,,,,,,
156,115398616,Московский,Юго-Запад,1,Долгосрочная,2,33 м²,7 м²,Раздельный,Есть,"Мебель, Wi-Fi",Стиральная машина,"СВЧ-печь, Холодильник",,,9,9,Панельный,1979,Во двор,,Новое,"Газеты Звязда пр, 10к4, Минск",300 $ *,17 м²,,Евро,,,,,,,,
157,115393765,Первомайский,Восточный,1,Долгосрочная,,,,Совмещенный,Есть,"Мебель, Телевизор, Wi-Fi","Стиральная машина, Душевая кабина","Газовая плита, Холодильник",,Залог,4,5,Панельный,,,,Вторичное жилье,"Уручская ул, 3, Минск",320 $ *,,Да,,,Уручье,,,,,,
158,115393029,Октябрьский,,1,Долгосрочная,2,38 м²,8 м²,Совмещенный,Лоджия,"Мебель, Wi-Fi",Стиральная машина,"Электрическая плита, Холодильник",,,7,19,Каркасно-блочный,2018,"Во двор, Юг","Лифт, Пандус, Мусоропровод, Домофон, Видеонаблюдение",Новое,"Братская ул, 6, Минск",320 $ *,28 м²,,Евро,,,,,,,,
159,115391709,Первомайский,,1,Долгосрочная,2,,,Раздельный,Есть,"Телефон, Мебель, Wi-Fi",Стиральная машина,"Электрическая плита, Холодильник",Парам,Месяц,20,,Панельный,,В парк,,Вторичное жилье,"Макаёнка ул, 13А, Минск",240 $ *,,,Косметический,,Московская,,,,,,
160,115387159,Фрунзенский,Запад,1,Долгосрочная,2,33 м²,7 м²,Раздельный,Лоджия,"Телефон, Мебель, Телевизор, Wi-Fi",Стиральная машина,"Электрическая плита, СВЧ-печь, Холодильник",Парам,Залог,4,9,Панельный,1985,Во двор,"Лифт, Мусоропровод, Домофон",Вторичное жилье,"Бурдейного ул, 1, Минск",350 $ *,18 м²,,,,Кунцевщина,,,,,,
161,115380785,Заводской,Ангарская,1,Долгосрочная,1,33 м²,7 м²,Раздельный,Лоджия,Мебель,Стиральная машина,"Газовая плита, Холодильник",Парам,Залог,8,9,Панельный,1991,Во двор,"Лифт, Мусоропровод, Домофон, Видеонаблюдение",Новое,"Нестерова ул, 86к3, Минск",240 $ *,17 м²,,Косметический,,,,,,,,
162,115378425,Советский,,1,Долгосрочная,,,,Раздельный,Есть,"Телевизор, Wi-Fi",Стиральная машина,Холодильник,Парам,Нет,8,9,Кирпичный,,Во двор,"Лифт, Мусоропровод, Домофон",Вторичное жилье,"Беломорская ул, 14, Минск",250 $ *,,,Косметический,,Академия наук,,,,,,
163,115374991,Фрунзенский,Домбровка,1,Долгосрочная,,44 м²,9 м²,Раздельный,Есть,"Мебель, Wi-Fi",Стиральная машина,"СВЧ-печь, Холодильник",,,3,9,,,,,Вторичное жилье,"Чичурина ул, 6, мкр. Домбровка-6, Минск",270 $ *,18 м²,,,,,,,,,,
164,115372158,Фрунзенский,Харьковская,1,Долгосрочная,4,32.7 м²,7 м²,Раздельный,Есть,"Утюг, Телефон, Мебель, Телевизор, Wi-Fi","Комплект полотенец, Стиральная машина","Газовая плита, Посуда/столовые приборы, СВЧ-печь, Холодильник","Студентам, Парам",2 месяца,2,5,Панельный,,Во двор,"Стояночное место, Домофон, Подвал",Новое,"Пушкина пр, 5, Минск",300 $ *,17.2 м²,,Евро,,,,,,,,
165,115369913,Московский,Малиновка,1,Долгосрочная,3,40.6 м²,10 м²,Раздельный,Есть,"Мебель, Телевизор",,Электрическая плита,,Месяц,6,12,Кирпичный,2007,Во двор,"Лифт, Мусоропровод, Домофон",Вторичное жилье,"Слободская ул, 57, Минск",300 $ *,21.3 м²,,Евро,,,,,,,,
166,115367940,Центральный,Веснянка,1,Долгосрочная,2,32 м²,,Раздельный,Лоджия,"Wi-Fi, Телефон, Телевизор, Мебель",Стиральная машина,"Электрическая плита, Холодильник","С детьми, С животными, Парам, Студентам",Месяц,8,9,Панельный,1980,Во двор,"Лифт, Домофон, Пандус, Мусоропровод",Вторичное жилье,"Победителей пр, 75/1, Минск",250 $ *,,,Косметический,,,,,,,,
167,115367387,Советский,Комаровка,1,Долгосрочная,,33.3 м²,7.9 м²,Совмещенный,,,,,,,9,9,Кирпичный,,,,Новое,"Максима Богдановича ул, 66, Минск",490 $ *,18.4 м²,,,,,,,,,,
168,115363165,Центральный,Лебяжий,1,Долгосрочная,,45.5 м²,,,,,,,,,7,11,Панельный,,,,Новое,"Мястровская ул, 6, Минск",500 $ *,41.5 м²,,,,,,,,,,
169,115348543,Партизанский,Слепянка,1,Долгосрочная,2,42 м²,6.2 м²,Раздельный,Есть,"Wi-Fi, Телевизор, Мебель, Утюг","Душевая кабина, Стиральная машина, Фен","Холодильник, СВЧ-печь, Посудомоечная машина, Посуда/столовые приборы, Кофеварка, Газовая плита",Парам,Месяц,3,5,Блочный,1966,Во двор,Домофон,Вторичное жилье,"Менделеева ул, 5, Минск",200 $ *,27 м²,,Строительная отделка,,,,,,,,
170,113754115,Заводской,,1,Долгосрочная,,36 м²,8 м²,Совмещенный,Нет,Телефон,,"Газовая плита, Холодильник",Парам,Месяц,1,5,Панельный,1975,Во двор,Домофон,Вторичное жилье,"Заводской район, Минск",270 $ *,17 м²,,Евро,,Автозаводская,,,,Да,,
171,115322070,Центральный,,1,Долгосрочная,2,40 м²,8 м²,Совмещенный,Нет,"Wi-Fi, Телевизор, Мебель, Телефон",Стиральная машина,"Холодильник, СВЧ-печь, Газовая плита","С животными, С детьми, Парам, Рабочим",Месяц,2,4,Кирпичный,,,,Вторичное жилье,"Киселёва ул, 10, Минск",450 $ *,30 м²,Да,Дизайнерский,,Площадь Победы,,,,,,
172,115304121,Фрунзенский,,1,Долгосрочная,2,40 м²,7 м²,Раздельный,Есть,"Телефон, Мебель, Телевизор, Wi-Fi",,"Газовая плита, Посуда/столовые приборы, СВЧ-печь, Холодильник",,Месяц,,,,,Во двор,,Вторичное жилье,"Янки Мавра ул, 18, Минск",250 $ *,16 м²,,Косметический,,Спортивная,,,,,,
173,114874033,Октябрьский,,1,Долгосрочная,,33.1 м²,7.1 м²,Раздельный,Лоджия,"Мебель, Телевизор",Стиральная машина,"Газовая плита, Холодильник",,,7,9,Панельный,1988,,,Вторичное жилье,"Могилёвская ул, 36, Минск",220 $ *,17.1 м²,,Косметический,,,,,,,,
174,115302428,Фрунзенский,,1,Долгосрочная,,53.1 м²,14.9 м²,,,,,,,,10,10,Панельный,,,,Новое,"Янки Мавра ул, 1, Минск",280 $ *,18.9 м²,,,,Пушкинская,,,,,,
175,115295569,Октябрьский,Серова,1,Долгосрочная,,42 м²,11 м²,Совмещенный,Лоджия,Мебель,,"Холодильник, Электрическая плита",,Месяц,1,5,Панельный,2020,Во двор,"Стояночное место, Домофон",Новое,"Серова ул, 54, Минск",350 $ *,39.1 м²,,Евро,Да,,,,,,,
176,115294310,Московский,Малиновка,1,Долгосрочная,,48 м²,12 м²,Раздельный,Лоджия,"Мебель, Телевизор",Стиральная машина,"Электрическая плита, Посуда/столовые приборы, СВЧ-печь, Холодильник",,Месяц,14,19,Монолитный,2015,Во двор,"Лифт, Пандус, Парковка крытая, Домофон, Видеонаблюдение",Вторичное жилье,"Сергея Есенина ул, 19А, Минск",280 $ *,19 м²,,Евро,,Малиновка,,,,,,
177,115280477,Советский,Комаровка,1,Долгосрочная,,,,Совмещенный,Есть,"Мебель, Телевизор, Wi-Fi",Стиральная машина,"Газовая плита, СВЧ-печь, Холодильник",,Месяц,3,5,Панельный,,,,Вторичное жилье,"пер. Якуба Коласа, 5, Минск",350 $ *,,,,,Площадь Якуба Коласа,,,,,,
178,115272784,Центральный,Лебяжий,1,Долгосрочная,,,,Раздельный,Лоджия,,,,,,,,,,,,Новое,"Победителей пр, 127, Минск",430 $ *,,Да,,-,,-,-,-,-,,
179,115114513,Первомайский,,1,Долгосрочная,,47 м²,9 м²,Совмещенный,Есть,"Мебель, Wi-Fi",Стиральная машина,"Холодильник, СВЧ-печь, Электрическая плита",Парам,Нет,6,10,Кирпичный,2013,На улицу,"Лифт, Пандус, Огороженная территория, Стояночное место, Домофон, Видеонаблюдение",Новое,"Петра Мстиславца ул, 1, Минск",330 $ *,18 м²,,Евро,Да,Восток,,,,,,
180,115263929,Советский,,1,Долгосрочная,2,36 м²,,Раздельный,Лоджия,"Wi-Fi, Телефон",Стиральная машина,"Холодильник, Газовая плита","Студентам, Рабочим",Месяц,2,9,,,,,Вторичное жилье,"Восточная ул, 30, Минск",370 $ *,18 м²,,Косметический,,,,,,,,
181,115258292,Октябрьский,Курасовщина,1,Долгосрочная,,36 м²,,Раздельный,Есть,,Стиральная машина,,"Парам, С детьми",Месяц,,12,Кирпичный,,Во двор,"Лифт, Мусоропровод, Видеонаблюдение",Вторичное жилье,"Корженевского ул, 9к1, Минск",250 $ *,,,Косметический,,,,,,Да,,
182,115252829,Первомайский,Уручье,1,Долгосрочная,,,,Совмещенный,Лоджия,"Wi-Fi, Телевизор, Мебель, Телефон, Утюг",,Холодильник,,,5,20,Монолитный,,,,Вторичное жилье,"Шугаева ул, 11, Минск",200 $ *,,,Косметический,,Борисовский тракт,,,,,,
183,115252388,,Боровляны,1,Долгосрочная,2,30 м²,17 м²,Совмещенный,Есть,"Мебель, Wi-Fi","Стиральная машина, Душевая кабина","СВЧ-печь, Электрическая плита, Посуда/столовые приборы, Холодильник",Парам,Месяц,1,1,Блочный,,,,Вторичное жилье,"Октябрьская ул, деревня Боровляны, Боровлянский сельсовет, Минский район, Минская область",260 $ *,17 м²,Да,Евро,,,,,,,,
184,115239447,Фрунзенский,Сухарево,1,Долгосрочная,,,,Раздельный,,"Wi-Fi, Телевизор, Мебель, Телефон, Утюг",Стиральная машина,"Электрическая плита, Холодильник",Парам,,9,9,,,,"Домофон, Мусоропровод, Лифт",Вторичное жилье,"Янковского ул, 6, Минск",249 $ *,,,,,,,,,,,
185,115236236,Партизанский,,1,Долгосрочная,,,,Совмещенный,Нет,,Стиральная машина,"СВЧ-печь, Холодильник",,,,,Кирпичный,,,,Вторичное жилье,"Ванеева ул, 28, Минск",220 $ *,,,,,,,,,,,
186,115233784,Советский,Комаровка,1,Долгосрочная,2,34 м²,8 м²,Раздельный,Лоджия,"Мебель, Wi-Fi",Стиральная машина,"Газовая плита, СВЧ-печь, Холодильник",,Нет,2,9,Панельный,1988,Во двор,"Лифт, Мусоропровод, Домофон",Вторичное жилье,"Куйбышева ул, 44, Минск",270 $ *,18 м²,,Косметический,,Площадь Якуба Коласа,,,,,,
187,115231159,Советский,,1,Долгосрочная,,45.1 м²,9.2 м²,Раздельный,Лоджия,"Телефон, Мебель",,"Электрическая плита, Посуда/столовые приборы, СВЧ-печь, Холодильник","С животными, С детьми",2 месяца,2,15,,2006,Во двор,,Вторичное жилье,"Кропоткина ул, 114, Минск",300 $ *,17.9 м²,,Косметический,,,,,,,,
188,115227357,Первомайский,Восток,1,Долгосрочная,,,,Совмещенный,Лоджия,"Мебель, Wi-Fi","Стиральная машина, Душевая кабина","Электрическая плита, Газовая плита, Холодильник","Парам, С детьми",Месяц,1,,Панельный,,"Во двор, Запад",Домофон,Вторичное жилье,"Славинского ул, 21, Восток-2, Минск",280 $ *,,,Евро,,,,,,,,
189,115224471,Первомайский,Восток,1,Долгосрочная,,37.2 м²,6.2 м²,Раздельный,Есть,Мебель,Стиральная машина,"Газовая плита, СВЧ-печь, Холодильник",,,4,5,Панельный,1968,Во двор,,Вторичное жилье,"Калиновского ул, 18, Минск",200 $ *,17.2 м²,,,,,,,,,,
190,115222189,Центральный,,1,Долгосрочная,,41.7 м²,,Совмещенный,Лоджия,,,,,,15,24,Панельный,,,,Новое,"Грибоедова ул, 1, Минск",500 $ *,36.8 м²,,,,Молодежная,,,,,,
191,115220756,Фрунзенский,,1,Долгосрочная,4,35 м²,,Раздельный,,,,,,,,,,,,,Вторичное жилье,"Притыцкого ул, 3, Минск",299 $ *,20 м²,,,,Пушкинская,,,,,,
192,115218327,Первомайский,,1,Долгосрочная,3,45 м²,12 м²,Совмещенный,Лоджия,"Утюг, Мебель, Телевизор",,"Электрическая плита, Посуда/столовые приборы, Холодильник",,,11,16,Каркасно-блочный,2017,В парк,"Лифт, Домофон",Вторичное жилье,"Кирилла Туровского ул, 16, Минск",490 $ *,21 м²,,Дизайнерский,,Восток,,,,,,
193,115209437,Московский,,1,Долгосрочная,1,41 м²,9.3 м²,Раздельный,Есть,Мебель,Стиральная машина,"Холодильник, Электрическая плита",,Месяц,4,16,,,,,Вторичное жилье,"Сергея Есенина ул, 62, Минск",280 $ *,20 м²,,Евро,,,,,,,,
194,115197447,Партизанский,Степянка,1,Долгосрочная,2,45.7 м²,9.7 м²,Совмещенный,Лоджия,"Телефон, Мебель, Телевизор, Wi-Fi",Стиральная машина,"Электрическая плита, Посуда/столовые приборы, СВЧ-печь, Холодильник","Парам, С детьми, С животными",Месяц,16,19,Панельный,2010,"Во двор, На улицу","Лифт, Стояночное место, Домофон",Вторичное жилье,"Связистов ул, 11, мкр. Степянка, Минск",350 $ *,20 м²,,Евро,,,,,,,,
195,115189878,Ленинский,Серебрянка,1,Долгосрочная,2,33 м²,7 м²,Раздельный,Лоджия,Мебель,Стиральная машина,"Газовая плита, Посуда/столовые приборы, Холодильник","Студентам, Парам",2 месяца,6,9,Панельный,1976,"Юг, Во двор","Лифт, Мусоропровод, Домофон",Вторичное жилье,"Якубова ул, 28, мкр. Серебрянка, Ленинский район, Минск",270 $ *,17 м²,,Евро,,,,,,,,
196,115169064,Московский,Юго-Запад,1,Долгосрочная,,47 м²,12 м²,Совмещенный,Лоджия,"Телевизор, Мебель",Стиральная машина,"Холодильник, Электрическая плита",,Месяц,,,Кирпичный,,,,Новое,"Алибегова ул, 8к3, Минск",320 $ *,21 м²,,,,,,,,,,
