,id,Город / Район,Микрорайон,Количество комнат,Тип аренды,Количество спальных мест,Общая площадь,Площадь кухни,Санузел,Балкон,Обустройство быта,В ванной,На кухне,Кому сдается,Предоплата,Этаж,Этажность дома,Материал стен,Год постройки,Окна выходят,Обустройство дома,Состояние,Адрес,Стоимость,Жилая площадь,Студия,Ремонт,В новостройке,Метро,Возможен обмен,Товары с Куфар Оплатой,Есть проходная комната,Без мебели,Пешком до ближайшей станции,До ближайшей станции на транспорте
347,113525485,Московский,Юго-Запад,1,Долгосрочная,2,50 м²,12 м²,Совмещенный,Два,"Утюг, Телефон, Мебель, Телевизор, Wi-Fi","Фен, Стиральная машина","Электрическая плита, Посуда/столовые приборы, СВЧ-печь, Холодильник",,2 месяца,7,9,Кирпичный,2014,,"Лифт, Мусоропровод, Видеонаблюдение, Домофон",Новое,"Дзержинского пр, 78, Минск",842 $ *,35 м²,,Евро,Да,Петровщина,,,,,,
348,113509762,Советский,,1,Долгосрочная,2,37.5 м²,,Совмещенный,Лоджия,"Утюг, Кондиционер, Телефон, Мебель, Телевизор, Wi-Fi","Комплект полотенец, Фен, Стиральная машина, Джакузи","Электрическая плита, Кофеварка, Посуда/столовые приборы, Посудомоечная машина, СВЧ-печь, Холодильник",,Залог,8,10,Кирпичный,2017,Запад,,Вторичное жилье,"Николая Михайлашева ул, 1, деревня Копище, Боровлянский сельсовет, Минский район, Минская область",380 $ *,,Да,Евро,,,,,,,,
349,113498573,Фрунзенский,Каменная Горка,1,Долгосрочная,,42.3 м²,9.8 м²,Раздельный,Есть,Мебель,Стиральная машина,"Холодильник, СВЧ-печь, Электрическая плита","С детьми, Парам",Месяц,4,9,Монолитный,2011,"Во двор, На улицу","Лифт, Мусоропровод, Домофон, Видеонаблюдение",Вторичное жилье,"Нёманская ул, Минск",280 $ *,20 м²,,Косметический,,,,-,,,,
350,113414551,Советский,Зеленый луг,1,Долгосрочная,2,,,Раздельный,Лоджия,"Телефон, Мебель",Стиральная машина,"Электрическая плита, Посуда/столовые приборы, СВЧ-печь, Холодильник",,Месяц,11,12,Панельный,,"Во двор, На речку, В парк","Лифт, Стояночное место, Пандус, Домофон",Вторичное жилье,"Мирошниченко ул, Минск",230 $ *,,,,,,,,,,,
351,112863324,Заводской,Чижовка,1,Долгосрочная,2,36 м²,9 м²,,Лоджия,"Телефон, Телевизор",Стиральная машина,"Посуда/столовые приборы, Газовая плита, Холодильник","Парам, Студентам",2 месяца,6,7,Кирпичный,,,,Вторичное жилье,"Уборевича ул, 170, Чижовка, Минск",250 $ *,16.4 м²,,,,,,,,,,
352,113357776,Московский,,1,Долгосрочная,4,45 м²,12 м²,Совмещенный,Лоджия,"Телефон, Мебель, Телевизор, Wi-Fi",Стиральная машина,"Электрическая плита, СВЧ-печь, Холодильник",,Залог,8,19,Каркасно-блочный,2016,Во двор,"Лифт, Парковка крытая, Домофон, Видеонаблюдение, Стояночное место",Новое,"Чюрлёниса ул, 24, Минск",360 $ *,19 м²,,Евро,Да,Малиновка,,,,,,
353,113348815,Центральный,Лебяжий,1,Долгосрочная,,43.1 м²,11.5 м²,Совмещенный,Лоджия,,,,,,4,9,,,,,Новое,"Мястровская ул, 19, Минск",500 $ *,19.3 м²,,Евро,,,,,,,,
354,113340780,Московский,,1,Долгосрочная,2,4 м²,11 м²,Раздельный,Лоджия,"Мебель, Wi-Fi",,"Электрическая плита, Холодильник",,,12,12,Монолитный,,,"Лифт, Пандус, Мусоропровод, Домофон",Новое,"Сергея Есенина ул, 42, Минск",250 $ *,22 м²,,Евро,Да,,,,,,,
355,113340156,Октябрьский,,1,Долгосрочная,,42.2 м²,,Раздельный,Есть,,,,,,6,10,Панельный,,,,Новое,"Германовская ул, 9, Минск",300 $ *,33.6 м²,,,,,,,,,,
356,113337675,Заводской,,1,Долгосрочная,1,31 м²,,Совмещенный,Нет,"Wi-Fi, Телевизор, Мебель, Кондиционер","Стиральная машина, Комплект полотенец","Холодильник, СВЧ-печь, Посуда/столовые приборы, Газовая плита","С животными, С детьми, Парам, Рабочим",Залог,4,,,1962,Во двор,,Вторичное жилье,"Партизанский пр, 86, Минск",320 $ *,19 м²,,Евро,,Автозаводская,,,,,,
357,113330640,Центральный,,1,Долгосрочная,,41.6 м²,9.3 м²,Совмещенный,,,,,,,2,5,Кирпичный,,,,Новое,"Независимости пр, 13, Минск",500 $ *,16.8 м²,,Евро,,Площадь Ленина,,,,,,
358,113293264,Фрунзенский,,1,Долгосрочная,2,41 м²,10 м²,Раздельный,Лоджия,"Телевизор, Мебель, Wi-Fi",Стиральная машина,"Электрическая плита, Кофеварка, Посуда/столовые приборы, СВЧ-печь, Холодильник",Парам,Месяц,2,10,Панельный,,Во двор,"Лифт, Огороженная территория, Домофон, Видеонаблюдение",Новое,"Н.Н. Александрова ул, 7, мкр. Зелёный Бор, Лесной, Боровлянский сельсовет, Минский район, Минская область",280 $ *,17 м²,,Евро,,,,,,,,
359,113273472,Фрунзенский,270,1,Долгосрочная,1,33 м²,9 м²,Раздельный,Лоджия,"Утюг, Телефон, Мебель, Телевизор, Wi-Fi",Стиральная машина,"Электрическая плита, Посуда/столовые приборы, СВЧ-печь, Холодильник",Парам,2 месяца,3,9,Кирпичный,1998,"Во двор, Запад","Лифт, Пандус, Мусоропровод, Домофон",Вторичное жилье,"Бельского ул, 10, Минск",290 $ *,16 м²,,Евро,,Спортивная,,,,,,
360,113268845,Первомайский,Академия наук,1,Долгосрочная,,45 м²,11.6 м²,Совмещенный,Лоджия,,,,,,15,19,Монолитный,2014,,,Новое,"Сурганова ул, 7А, Минск",700 $ *,21 м²,,Евро,,Академия наук,,,,,,
361,113268341,Первомайский,Уручье,1,Долгосрочная,,41 м²,9 м²,Совмещенный,Лоджия,Мебель,Стиральная машина,"Посуда/столовые приборы, Электрическая плита, СВЧ-печь, Холодильник",,,20,21,Каркасно-блочный,1997,,"Лифт, Домофон",Вторичное жилье,"Шугаева ул, 7, Минск",310 $ *,,,Евро,,Уручье,,,,,,
362,113244503,Первомайский,,1,Долгосрочная,,42.6 м²,,Совмещенный,Лоджия,,,,,,23,25,Панельный,2015,,,Новое,"Макаёнка ул, 12, Минск",490 $ *,37.2 м²,,Евро,,Парк Челюскинцев,,,,,,
363,113238974,Советский,,1,Долгосрочная,,42 м²,9 м²,Совмещенный,Лоджия,,,,,,18,21,Каркасно-блочный,2015,,,Новое,"Беломорская ул, 21, Минск",550 $ *,21 м²,-,Дизайнерский,-,Академия наук,-,-,-,-,,
364,113235160,Первомайский,,1,Долгосрочная,,40.3 м²,,Раздельный,,,,,,,17,25,,,,,Новое,"Петра Мстиславца ул, 17, Минск",450 $ *,34.4 м²,,Евро,,Восток,,,,,,
365,113232866,Фрунзенский,,1,Долгосрочная,4,37 м²,9 м²,Раздельный,Лоджия,"Кондиционер, Телефон, Wi-Fi",Стиральная машина,"Газовая плита, Холодильник","Парам, С детьми, Студентам",Месяц,4,9,Кирпичный,,Во двор,"Лифт, Домофон",Вторичное жилье,"Дунина-Марцинкевича ул, 6, Минск",290 $ *,19 м²,,Евро,,Пушкинская,,,,Да,,
366,113232254,Первомайский,,1,Долгосрочная,,42.7 м²,,Раздельный,,,,,,,4,16,Панельный,,,,Новое,"Кирилла Туровского ул, 16, Минск",460 $ *,37.9 м²,,Евро,,Восток,,,,,,
367,113210705,Фрунзенский,Раковское шоссе,1,Долгосрочная,2,33 м²,7.4 м²,Раздельный,Лоджия,"Телефон, Мебель, Телевизор",Стиральная машина,"Газовая плита, СВЧ-печь, Холодильник",Парам,2 месяца,5,9,Панельный,,Во двор,"Лифт, Домофон",Вторичное жилье,"Данилы Сердича ул, 8к1, Минск",260 $ *,16.5 м²,,Косметический,,Пушкинская,,,,,,
